expected_l1,l1,b1,p11,c1,cl1,d1,d1_std,d11,d12,d11_std,d12_st,drop1,d1_99,d1_90
1,5,0,0,1,5,0.2933067321777344,0.0016619225839576068,0,0.2933067321777344,0,0.0016619225839576068,0,0.29570732116699217,0.29498291015625
1,5,0,0,1,5,0.2933339595794678,0.0015580457344651045,0,0.2933339595794678,0,0.0015580457344651045,0,0.29562983512878416,0.2949333190917969
1,5,0,0,1,5,0.2960822105407715,0.0037542067660583816,0,0.2960822105407715,0,0.0037542067660583816,0,0.3018825054168701,0.300661563873291
1,5,0,0,1,5,0.29493069648742676,0.001843033779800726,0,0.29493069648742676,0,0.001843033779800726,0,0.29830657958984375,0.2970137119293213
1,5,0,0,1,5,0.31258387565612794,0.036748730986696856,0,0.31258387565612794,0,0.036748730986696856,0,0.38243881225585935,0.3509768009185791
1,5,0.2,0,1,5,0.2930286407470703,0.0009746895768156984,0,0.2930286407470703,0,0.0009746895768156984,0,0.29484949111938474,0.29408860206604004
1,5,0.2,0,1,5,0.2947225570678711,0.0026272856114612276,0,0.2947225570678711,0,0.0026272856114612276,0,0.29770943641662595,0.29750962257385255
1,5,0.2,0,1,5,0.29544658660888673,0.0041950159780903525,0,0.29544658660888673,0,0.0041950159780903525,0,0.3032686710357666,0.3000457286834717
1,5,0.2,0,1,5,0.2972227096557617,0.005062395545000366,0,0.2972227096557617,0,0.005062395545000366,0,0.3043035984039307,0.30297064781188965
1,5,0.2,0,1,5,0.2927700996398926,0.001944245933999272,0,0.2927700996398926,0,0.001944245933999272,0,0.2960657501220703,0.2949387073516846
1,5,0.4,0,1,5,0.29289870262145995,0.0029054756526811615,0,0.29289870262145995,0,0.0029054756526811615,0,0.2976691436767578,0.2963149070739746
1,5,0.4,0,1,5,0.29549212455749513,0.004041831215133573,0,0.29549212455749513,0,0.004041831215133573,0,0.2995274448394775,0.29929604530334475
1,5,0.4,0,1,5,0.293106746673584,0.002954609128183293,0,0.293106746673584,0,0.002954609128183293,0,0.29734957695007325,0.29615120887756347
1,5,0.4,0,1,5,0.3105008602142334,0.036950075798962714,0,0.3105008602142334,0,0.036950075798962714,0,0.38071035385131835,0.34749593734741213
1,5,0.4,0,1,5,0.31124153137207033,0.036705498596012805,0,0.31124153137207033,0,0.036705498596012805,0,0.38094650268554686,0.35008702278137205
1,5,0.6,0,1,5,0.31029276847839354,0.03700225385937,0,0.31029276847839354,0,0.03700225385937,0,0.38062469482421873,0.3484053134918213
1,5,0.6,0,1,5,0.2949675559997559,0.002037496947109243,0,0.2949675559997559,0,0.002037496947109243,0,0.29724780082702634,0.2968071460723877
1,5,0.6,0,1,5,0.2927581310272217,0.00441278352635475,0,0.2927581310272217,0,0.00441278352635475,0,0.3006900787353516,0.2980349063873291
1,5,0.6,0,1,5,0.29291715621948244,0.0029558504696027355,0,0.29291715621948244,0,0.0029558504696027355,0,0.2962251949310303,0.29602890014648436
1,5,0.6,0,1,5,0.3111555099487305,0.036063994406217326,0,0.3111555099487305,0,0.036063994406217326,0,0.3796996021270752,0.34911503791809084
1,5,0.8,0,1,5,0.2937600135803223,0.004191768154198113,0,0.2937600135803223,0,0.004191768154198113,0,0.3016328716278076,0.2983712196350098
1,5,0.8,0,1,5,0.29447031021118164,0.003918546145331408,0,0.29447031021118164,0,0.003918546145331408,0,0.2987465667724609,0.2985039234161377
1,5,0.8,0,1,5,0.3112176418304443,0.03579557295792012,0,0.3112176418304443,0,0.03579557295792012,0,0.37885504722595215,0.3493598461151123
1,5,0.8,0,1,5,0.3092982769012451,0.03681789567344344,0,0.3092982769012451,0,0.03681789567344344,0,0.37929234504699705,0.34667110443115234
1,5,0.8,0,1,5,0.29190821647644044,0.004024320055200143,0,0.29190821647644044,0,0.004024320055200143,0,0.29876999855041503,0.296234130859375
1,5,1,0,1,5,0.2929488182067871,0.0035960374521843384,0,0.2929488182067871,0,0.0035960374521843384,0,0.29811410903930663,0.29726266860961914
1,5,1,0,1,5,0.3296295166015625,0.04449109844925297,0,0.3296295166015625,0,0.04449109844925297,0,0.3854160213470459,0.3843559265136719
1,5,1,0,1,5,0.3099334716796875,0.037168267541616874,0,0.3099334716796875,0,0.037168267541616874,0,0.380532283782959,0.3493372917175293
1,5,1,0,1,5,0.2899899959564209,0.0006316748674132269,0,0.2899899959564209,0,0.0006316748674132269,0,0.29060662269592286,0.29057984352111815
1,5,1,0,1,5,0.3110100746154785,0.03602796346328349,0,0.3110100746154785,0,0.03602796346328349,0,0.3794813632965088,0.3484797477722168
1,5,0,0.2,1,5,0.2745328426361084,0.03858475184620341,0.19805645942687988,0.2936519384384155,0.0,0.005768857972110402,0,0.29946106910705567,0.29937257766723635
1,5,0,0.2,1,5,0.28816895484924315,0.004216393005739813,0.2836747169494629,0.2911651134490967,0.00034618377685546875,0.002666015492169972,0,0.2944112205505371,0.2930919170379639
